Feature,Feature Influence,Feature Weight
great_deals,0.0,-2.981555974335137E-19
great_fares,0.0,-2.710505431213761E-20
great_game,0.0,0.0
great_in,0.0,-1.3552527156068805E-20
great_matchup,0.0,0.0
great_new,0.0,0.0
great_prices,0.0,-5.421010862427522E-20
great_rates,0.0,0.0
great_savings,0.0,0.0
great_selection,0.0,1.7618285302889447E-19
great_time,0.0,-6.098637220230962E-19
great_travel,0.0,-2.710505431213761E-20
greater,0.0,-5.40863754273519E-4
greatest,0.0,0.0016779939429202879
greatly,0.0,0.0
green,0.0,0.023671340701117795
green_'s,0.0,2.710505431213761E-20
green_</b>,0.0,1.3552527156068805E-20
green_<COMMA>,0.0,-1.3552527156068805E-19
green_<DASH>,0.0,0.0019301431831811925
green_<OPENPAREN>,0.0,1.6263032587282567E-19
green_<PERIOD>,0.0,0.0023128563317062535
green_and,0.0,0.008079012728676858
green_bay,0.0,3.3881317890172014E-19
green_for,0.0,0.007219817527526728
green_gb,0.0,0.003923568995278032
green_has,0.0,0.0
green_is,0.0,-4.0657581468206416E-20
green_may,0.0,0.0
green_vs,0.0,0.0
green_was,0.0,0.0
greensboro,0.0,0.0028713762127017123
greensboro_<COMMA>,0.0,0.0028713762127017114
greeting,0.0,0.0
greeting_cards,0.0,0.0
greetings,0.0,0.001930143183181192
greg,0.0,0.0119340042060854
greg_clark,0.0,1.4907779871675686E-19
greg_martin,0.0,0.0010502108634695105
"greg_martin/hou/ect@ect,",0.0,2.812971826618464E-4
greg_sent,0.0,0.00479634599027414
greg_subject,0.0,2.6593471605757544E-4
gregory,0.0,1.3552527156068805E-20
gregory_weinkauf,0.0,1.3552527156068805E-20
gridguru@commissioner.com,0.0,1.3552527156068805E-20
gridguru@commissioner.com_</a>,0.0,1.3552527156068805E-20
gridguru@commissioner.com_<PERIOD>,0.0,1.3552527156068805E-20
gridiron,0.0,1.3552527156068805E-20
gridiron_guru,0.0,1.3552527156068805E-20
griese,0.0,0.0012104105933874998
griese_'s,0.0,-6.776263578034403E-21
griese_<COMMA>,0.0,0.0012104105933874998
griffith,0.0,2.710505431213761E-20
grigsby,0.0,0.00790853120198206
grigsby_\/,0.0,-9.486769009248164E-20
grill,0.0,2.710505431213761E-20
groin,0.0,3.2526065174565133E-19
groin_<CLOSEPAREN>,0.0,-6.776263578034403E-20
groin_<PERIOD>,0.0,-5.421010862427522E-20
groin_injury,0.0,6.776263578034403E-21
groove,0.0,0.001502614783570938
ground,0.0,0.0036798354901605387
ground_shipping,0.0,-1.1519648082658485E-19
group,0.0,-0.031702390867539974
group_+1.19,0.0,-0.002409008261456647
group_<COMMA>,0.0,0.012028596516467564
group_<PERIOD>,0.0,-0.006942040869737528
group_of,0.0,0.00563256043406984
group_outperformed,0.0,-0.002409008261456647
group_study,0.0,0.0
groups,0.0,0.011529906973148093
groups_<PERIOD>,0.0,0.010194041600328656
groups_is,0.0,0.011258655287338232
grow,0.0,-0.007997773374862033
growing,0.0,-0.007995052132968581
growth,0.0,-0.05333602425416143
gruden,0.0,0.0
gst,0.0,0.0
gst_<CLOSEPAREN>,0.0,0.0
guarantee,0.0,8.506928618993707E-4
guarantee_that,0.0,8.506928618993698E-4
guaranteed,0.0,0.001371256535770035
guaranteed_lowest,0.0,-1.3552527156068805E-20
guarantees,0.0,2.645563388481494E-4
guardia,0.0,4.0187989478315177E-4
guardia_hopkins,0.0,4.0187989478315177E-4
guardia_terminal,0.0,4.0187989478315177E-4
guess,0.0,-0.01905667758736143
guess_i,0.0,-0.026544253331640857
guess_that,0.0,0.009482852928149349
guess_what,0.0,0.004127680331673118
guess_you,0.0,-0.008359220584523045
guessing,0.0,0.0
guest,0.0,0.001930143183181189
guests,0.0,0.00476797816657843
guide,0.0,-0.0012340703619179083
guide_many,0.0,0.0
guides,0.0,0.0029601846958563706
guides_are,0.0,-1.3552527156068805E-20
gulf,0.0,0.0024779239432647
gulf_of,0.0,0.002477923943264699
guns,0.0,0.002944089081618276
guru,0.0,1.3552527156068805E-20
guru_</a>,0.0,1.3552527156068805E-20
guru_</font>,0.0,1.3552527156068805E-20
guru_<COMMA>,0.0,1.3552527156068805E-20
guru_<PERIOD>,0.0,1.3552527156068805E-20
guru_welcome,0.0,1.3552527156068805E-20
guy,0.0,-7.670730370334944E-18
guy_<PERIOD>,0.0,0.0
guy_no,0.0,0.0
guy_ranked,0.0,0.0
guy_who,0.0,-8.673617379884035E-19
guys,0.0,0.012090617981325961
guys_<PERIOD>,0.0,1.3552527156068805E-20
guys_are,0.0,2.9110860663924858E-5
guys_who,0.0,0.0
h,0.0,-0.0019896279833842108
h.,0.0,0.005386087484864562
h._cook@andersen,0.0,-0.0015457704281787196
h._douglas,0.0,2.710505431213761E-20
h._moore,0.0,0.0017882850162238327
had,0.0,0.023104244958572034
had_a,0.0,3.592546078850541E-5
had_an,0.0,0.007856929354966196
had_another,0.0,0.0
had_asked,0.0,-0.0013915566161728848
had_been,0.0,-0.007291291410002078
had_for,0.0,0.0014578237179933826
had_his,0.0,-8.131516293641283E-20
had_no,0.0,-0.004238613924223097
had_some,0.0,0.0
had_the,0.0,0.003919822220938838
had_to,0.0,3.303467806044495E-4
hakim,0.0,-2.710505431213761E-20
hakim_<COMMA>,0.0,0.0
half,0.0,-0.04671780327692822
half_<PERIOD>,0.0,0.0
half_of,0.0,2.9110860663925156E-5
half_the,0.0,0.001052198164620316
halftime,0.0,0.0017183450543412611
hall,0.0,0.0052243563950191965
hall_'s,0.0,0.0
hall_<COMMA>,0.0,0.004566428825133582
hall_of,0.0,-5.421010862427522E-20
halloween,0.0,0.016556599745748746
halloween_party,0.0,0.016556599745748794
hambrick,0.0,8.809142651444724E-20
hambrick_<COMMA>,0.0,-3.2526065174565133E-19
hamilton,0.0,2.710505431213761E-20
hamstring,0.0,-3.7947076036992655E-19
hamstring_</td>,0.0,-1.1858461261560205E-20
hamstring_<CLOSEPAREN>,0.0,2.710505431213761E-20
hamstring_<PERIOD>,0.0,0.0
hamstring_during,0.0,0.0
hamstring_injury,0.0,-8.131516293641283E-20
hand,0.0,0.011667163080546347
hand_<CLOSEPAREN>,0.0,-4.0657581468206416E-20
hand_<COMMA>,0.0,1.3552527156068805E-20
hand_<PERIOD>,0.0,0.01166716308054635
handed,0.0,-0.006072189479634605
handle,0.0,-0.019647939189703978
handle_the,0.0,-2.439454888092385E-19
handled,0.0,5.205636738706615E-4
handling,0.0,0.011307701461308948
handling_<COLON>,0.0,-1.1519648082658485E-19
handling_<PERIOD>,0.0,0.0
hands,0.0,2.710505431213761E-20
hang,0.0,5.20563673870662E-4
hanging,0.0,0.0
hanson,0.0,0.0058061501696799606
hanson_<COMMA>,0.0,2.710505431213761E-20
happen,0.0,-0.009395065628386155
happen_<PERIOD>,0.0,-0.00342547743690491
happened,0.0,-0.021093234610925337
happening,0.0,1.0842021724855044E-19
happens,0.0,-6.776263578034403E-21
happy,0.0,0.01411070045366126
happy_<PERIOD>,0.0,5.205636738706617E-4
happy_hour,0.0,0.023050501336550466
happy_that,0.0,0.0024227543974872402
happy_to,0.0,0.007856929354966182
happy_travels,0.0,0.0
hard,0.0,-0.007714750314883865
hard_to,0.0,-0.0067141796229150145
harder,0.0,0.0012813572509454522
harder_<PERIOD>,0.0,-2.21257532625493E-4
hardware,0.0,9.486769009248164E-20
hardy,0.0,1.0842021724855044E-19
harris,0.0,-0.022472085636825723
"harris/hou/ect@ect,",0.0,2.812971826618464E-4
"harris/hou/ect@ect,_greg",0.0,2.812971826618464E-4
harris_<OPENPAREN>,0.0,-4.743384504624082E-20
harris_grbac,0.0,3.1848438816761693E-19
harrison,0.0,0.0085485649029613
harrison_<COMMA>,0.0,5.421010862427522E-20
harrison_<OPENPAREN>,0.0,-5.421010862427522E-20
harvest,0.0,0.00631688977986268
has,0.0,0.005931966049438773
has_a,0.0,0.006112132849070553
has_always,0.0,0.003484535804336278
has_become,0.0,0.0012005175931002752
has_been,0.0,0.019250417427040072
has_caught,0.0,-1.3552527156068805E-20
has_earned,0.0,0.0010502108634695096
has_had,0.0,0.0012104105933874994
has_made,0.0,-0.01555541138196661
has_missed,0.0,7.022067034436634E-4
has_more,0.0,2.9110860663925373E-5
has_moved,0.0,-2.710505431213761E-20
has_n't,0.0,1.0842021724855044E-19
has_never,0.0,-1.0842021724855044E-19
has_no,0.0,-0.005969588191481252
has_not,0.0,0.0012744185192160688
has_once,0.0,0.0
has_played,0.0,-1.0842021724855044E-19
has_practiced,0.0,-1.6263032587282567E-19
has_returned,0.0,0.00479265383751316
has_seen,0.0,5.421010862427522E-20
has_shipped,0.0,-4.0657581468206416E-20
has_taken,0.0,0.0
has_the,0.0,2.559406009410191E-5
has_to,0.0,0.027631682945454844
has_yet,0.0,0.0
hasselbeck,0.0,-9.486769009248164E-20
hasselbeck_</b>,0.0,-6.776263578034403E-21
hasselbeck_<COMMA>,0.0,-1.3552527156068805E-20
hasselbeck_has,0.0,0.0
hate,0.0,-0.005043647266329221
hats,0.0,-6.776263578034403E-21
have,0.0,-0.057115192390407486
have_<DOLLAR>,0.0,2.6593471605757977E-4
have_<PERIOD>,0.0,-0.007955581550985451
have_<RIGHTANGLE>,0.0,-0.002409008261456647
have_a,0.0,0.027025198372235364
have_all,0.0,-5.549092039637801E-4
have_also,0.0,-0.02032182857546791
have_an,0.0,-0.050727867949941094
have_another,0.0,0.009482852928149346
have_any,0.0,0.022478203538151244
have_been,0.0,0.044624245267669296
have_come,0.0,0.0033989596615789253
have_created,0.0,2.493775552586581E-4
have_done,0.0,-0.005118895329581879
have_ever,0.0,-0.0013915566161728844
have_for,0.0,-5.421010862427522E-20
have_fun,0.0,6.638184284244667E-4
have_gone,0.0,-0.00788170848152482
have_him,0.0,0.0
have_his,0.0,0.0
have_just,0.0,0.006056081835817436
have_made,0.0,-0.01830530988092447
have_many,0.0,0.0
have_n't,0.0,0.002268957565132438
have_never,0.0,0.0023871444113364145
have_no,0.0,-0.0033113197033059413
have_not,0.0,-0.017931677530348765
have_one,0.0,3.2526065174565133E-19
have_our,0.0,0.0
have_published,0.0,-0.002409008261456647
have_questions,0.0,0.009690367589147495
have_received,0.0,6.638184284244678E-4
have_seen,0.0,1.240022685635652E-4
have_several,0.0,-0.004670624714246164
have_signed,0.0,5.421010862427522E-20
have_some,0.0,-0.0026531652188172316
have_struggled,0.0,8.470329472543003E-22
have_the,0.0,0.012534688673865837
have_their,0.0,0.001930143183181192
have_three,0.0,0.0
have_time,0.0,-6.098637220230962E-19
have_to,0.0,0.012769283086755373
have_trouble,0.0,-0.0034254774369049104
have_until,0.0,-5.421010862427522E-20
have_up,0.0,2.6593471605757023E-4
have_used,0.0,-0.02132507712099207
have_you,0.0,-0.02758469280472208
have_your,0.0,-4.472333961502706E-19
having,0.0,0.003079151005514931
having_a,0.0,0.017951598068908954
having_to,0.0,0.002558265667618114
having_trouble,0.0,0.0034630935462267518
hawaii,0.0,0.0014182551356683817
hawaii_'s,0.0,-1.3552527156068805E-20
hawaii_<COMMA>,0.0,-7.589415207398531E-19
hawaii_<PERIOD>,0.0,-2.710505431213761E-20
hawaii_on,0.0,0.0
hawaiian,0.0,-2.710505431213761E-20
hawaiian_airlines,0.0,-5.421010862427522E-20
hayes,0.0,0.009280831278973792
hayes_</b>,0.0,1.3552527156068805E-20
hayes_<COMMA>,0.0,-6.098637220230962E-20
hayes_may,0.0,0.0
he,0.0,0.022562111002205842
he_'d,0.0,0.0022389087282119243
he_'ll,0.0,0.0010166353576852116
he_'s,0.0,0.013096435917271663
he_also,0.0,-0.004034486446627685
he_and,0.0,2.9077707079561117E-4
he_appears,0.0,-4.0657581468206416E-20
he_ca,0.0,1.0842021724855044E-19
he_can,0.0,-0.003396366576240988
he_caught,0.0,6.776263578034403E-21
he_continues,0.0,-9.486769009248164E-20
he_could,0.0,0.0012395214540514225
he_did,0.0,-0.005603600092743264
he_does,0.0,-1.3552527156068805E-18
he_expects,0.0,1.3552527156068805E-20
he_faces,0.0,1.3552527156068805E-20
he_feels,0.0,5.421010862427522E-20
he_felt,0.0,-0.005382342560117763
he_gets,0.0,1.3552527156068805E-20
he_got,0.0,-1.3552527156068805E-20
he_had,0.0,-0.001362445755508959
he_has,0.0,0.0342538173564435
he_injured,0.0,0.0
he_is,0.0,-0.021455951108763048
he_just,0.0,-0.005382342560117763
he_lacks,0.0,0.0
he_left,0.0,1.3552527156068805E-20
he_looks,0.0,0.0
he_may,0.0,-2.1684043449710089E-19
he_might,0.0,5.205636738706619E-4
he_needs,0.0,0.0
he_only,0.0,0.0
he_played,0.0,0.0015026147835709375
he_plays,0.0,-6.776263578034403E-21
he_posted,0.0,-1.3552527156068805E-20
he_ran,0.0,0.0
he_remains,0.0,-1.0842021724855044E-19
he_returns,0.0,0.01166716308054635
he_rolled,0.0,0.0
he_rushed,0.0,0.0
he_said,0.0,0.0012104105933874998
he_should,0.0,0.010106670215324949
he_still,0.0,-4.0657581468206416E-20
he_suffered,0.0,-1.0842021724855044E-19
he_threw,0.0,1.4399560103323106E-20
he_wanted,0.0,-0.005449024517610586
he_wants,0.0,2.710505431213761E-19
he_was,0.0,-0.013562635048238394
he_were,0.0,-2.1684043449710089E-19
he_will,0.0,7.022067034436586E-4
he_wo,0.0,0.0
he_would,0.0,0.0022536707988585047
head,0.0,0.017845020541233273
head_coach,0.0,-5.421010862427522E-20
head_for,0.0,6.652424246532746E-4
head_to,0.0,-4.0657581468206416E-20
headaches,0.0,0.0027992751178022844
headed,0.0,-0.011414827480304366
heading,0.0,-2.710505431213761E-20
heads,0.0,0.02631436856656053
heal,0.0,-0.0031878234581885147
healed,0.0,0.0
health,0.0,-7.36018987700868E-5
health_<PERIOD>,0.0,5.421010862427522E-20
healthy,0.0,0.003408840441897395
healthy_<COMMA>,0.0,5.421010862427522E-20
healthy_<PERIOD>,0.0,0.0
heap,0.0,-2.710505431213761E-20
hear,0.0,-0.006439504551462116
hear_it,0.0,0.005425939095541165
hear_no,0.0,-6.776263578034403E-21
heard,0.0,-0.00843899572651654
heard_by,0.0,1.3552527156068805E-20
hearing,0.0,-0.0037557646140536126
hearst,0.0,2.911086066392483E-5
hearst_<COMMA>,0.0,2.710505431213761E-20
heart,0.0,0.01295753214323898
heavily,0.0,0.002313955528237217
heavy,0.0,-0.003425477436904907
heck,0.0,6.776263578034403E-20
hedged,0.0,-0.00583448569836152
hedged_<COMMA>,0.0,-0.002409008261456647
height,0.0,1.0433226850010047E-4
height_=,0.0,1.043322685000996E-4
heights,0.0,0.0
held,0.0,0.0070138136320170635
held_in,0.0,2.710505431213761E-20
held_on,0.0,0.0031511475812979186
held_out,0.0,0.0
held_thursday,0.0,-5.421010862427522E-20
held_to,0.0,5.205636738706619E-4
held_tuesday,0.0,0.003342102376848454
hello,0.0,0.01572687484625684
help,0.0,-0.017100559711343517
help_<COLON>,0.0,1.2197274440461925E-19
help_<PERIOD>,0.0,-0.01976845563490731
help_desk,0.0,0.0011574302690496256
help_fantasy,0.0,0.0
help_lead,0.0,0.0
help_us,0.0,0.0024444899549256006
help_with,0.0,0.001970469754802961
help_you,0.0,0.005482923477609883
helped,0.0,0.0017992412431164298
helpful,0.0,0.015123853883270453
helping,0.0,-0.006592753153505271
helps,0.0,-0.006563642292841338
helvetica,0.0,0.003458732561755364
helvetica_'',0.0,9.486769009248164E-20
helvetica_<COMMA>,0.0,0.003458732561755364
henry,0.0,0.005144133091382978
henry_'s,0.0,5.421010862427522E-20
henry_<COMMA>,0.0,-2.710505431213761E-20
her,0.0,-0.01993415662800572
her_husband,0.0,-0.00659275315350526
herald,0.0,-0.006592753153505267
herald_</i>,0.0,0.0
here,0.0,-0.013102886805413654
here_'s,0.0,0.006569835172612209
here_</a>,0.0,1.0547747417136683E-5
here_<COLON>,0.0,0.004123366826765155
here_<COMMA>,0.0,5.205636738706619E-4
here_<EXCLAMATIONMARK>,0.0,4.666943175564483E-4
here_<LEFTANGLE,0.0,1.0822889952242314E-4
here_<PERIOD>,0.0,-0.011858177661590589
here_and,0.0,3.885586074117148E-4
here_are,0.0,-0.00328769422263173
here_at,0.0,-0.029013879763370973
here_for,0.0,-0.0019514601614842955
here_http:\/\/footballguys.com\/addwall.cfm,0.0,8.470329472543003E-22
here_http:\/\/footballguys.com\/wall2001.cfm,0.0,8.470329472543003E-22
here_is,0.0,2.9077707079560986E-4
here_it,0.0,0.0033989596615789253
here_to,0.0,0.008505608148506032
hereto,0.0,0.0014963167555384898
hereto_<CLOSEPAREN>,0.0,0.0014963167555384898
herman,0.0,0.010274565467080898
herman_moore,0.0,3.1848438816761693E-19
hertz,0.0,9.378452108296335E-5
hertz_weekly,0.0,0.0
hesitate,0.0,0.0
hesitate_to,0.0,0.0
hey,0.0,-0.017976027311203003
hey_<COMMA>,0.0,0.0014089650212990548
hi,0.0,-0.0014656767253828757
hi_folks,0.0,0.0
hicks,0.0,5.421010862427522E-20
hicks_<PERIOD>,0.0,7.115076756936123E-20
high,0.0,-0.010947577183577278
high-quality,0.0,0.0
high-speed,0.0,-0.0011876295645367498
high10pc,0.0,0.0
high10pc_at,0.0,0.0
high_<PERIOD>,0.0,-0.005129082853792978
high_and,0.0,-0.0019514601614842872
high_prices,0.0,-0.001951460161484288
higher,0.0,0.01696263552216699
higher_daily,0.0,0.0
higher_for,0.0,0.0
higher_than,0.0,0.0038540015455751017
highest,0.0,-0.0011007795453772725
highest_score,0.0,-5.421010862427522E-20
highlights,0.0,0.004443385651187853
highly,0.0,8.113407446662726E-4
highly_on,0.0,0.0
highly_recommend,0.0,2.9077707079561117E-4
hilliard,0.0,6.776263578034403E-21
hilliard_<COMMA>,0.0,2.710505431213761E-20
hilton,0.0,9.378452108296356E-5
hilton.com,0.0,0.0
hilton.com_for,0.0,0.0
hilton_family,0.0,0.0
hilton_hotels,0.0,9.378452108296345E-5
hilton_houston,0.0,0.0
him,0.0,-0.05553502653133681
him_<COMMA>,0.0,0.0022389087282119234
him_<PERIOD>,0.0,-0.010335966303936094
him_against,0.0,-1.3552527156068805E-20
him_and,0.0,0.0014089650212990416
him_as,0.0,0.0037846285067597574
him_back,0.0,1.2874900798265365E-19
him_during,0.0,0.0
him_for,0.0,-0.04386767421171469
him_in,0.0,5.20563673870662E-4
him_into,0.0,8.131516293641283E-20
him_on,0.0,0.0012104105933874998
him_out,0.0,0.0017183450543412618
him_play,0.0,0.0
him_the,0.0,0.002023178457441596
him_this,0.0,-1.4399560103323106E-20
him_to,0.0,-0.016458872047704458
him_up,0.0,-8.131516293641283E-19
himself,0.0,5.205636738706609E-4
himself_as,0.0,0.0
himself_on,0.0,0.0
hines,0.0,-6.776263578034403E-21
hines_ward,0.0,-6.776263578034403E-21
hip,0.0,0.0026600450526205726
hip-hop,0.0,1.3552527156068805E-19
hip_hop,0.0,0.0015026147835709392
hip_injury,0.0,1.3552527156068805E-20
his,0.0,0.05106671753442935
his_absence,0.0,-2.710505431213761E-20
his_ankle,0.0,-2.710505431213761E-20
his_back,0.0,-1.3552527156068805E-20
his_best,0.0,5.421010862427522E-20
his_career,0.0,0.001222770377314325
his_chances,0.0,0.0
his_father,0.0,0.003513917061819682
his_first,0.0,0.003220959837912206
his_hamstring,0.0,2.710505431213761E-19
his_injured,0.0,5.421010862427522E-20
his_injury,0.0,5.421010862427522E-20
his_job,0.0,0.0
his_knee,0.0,-5.421010862427522E-20
his_last,0.0,-2.710505431213761E-20
his_left,0.0,-5.421010862427522E-20
his_leg,0.0,2.710505431213761E-20
his_life,0.0,8.113407446662726E-4
his_mother,0.0,0.002023178457441597
his_normal,0.0,1.5246593050577406E-20
his_numbers,0.0,0.0
his_old,0.0,0.0
his_owners,0.0,-1.3552527156068805E-20
his_place,0.0,9.486769009248164E-20
his_play,0.0,-1.3552527156068805E-20
his_playing,0.0,0.0
his_potential,0.0,0.0
his_return,0.0,5.421010862427522E-20
his_right,0.0,-3.1848438816761693E-19
his_season,0.0,2.9110860663925264E-5
his_second,0.0,-4.0657581468206416E-20
his_shoulder,0.0,0.002928755647728765
his_sore,0.0,-4.0657581468206416E-20
his_starting,0.0,-5.421010862427522E-20
his_status,0.0,-8.131516293641283E-20
his_team,0.0,1.0842021724855044E-19
his_third,0.0,0.0
his_throws,0.0,0.0
his_way,0.0,-4.0657581468206416E-20
historic,0.0,-1.3552527156068805E-20
history,0.0,0.003835986942322946
history_<COMMA>,0.0,-2.710505431213761E-20
hit,0.0,7.730736730759153E-4
hit_``,0.0,0.0
hit_it,0.0,-2.21257532625493E-4
hit_the,0.0,-0.0017510806915710395
hits,0.0,5.421010862427522E-20
hits_the,0.0,0.0
hitting,0.0,0.0024779239432647007
ho,0.0,-0.021905347493237685
hobby,0.0,0.0017102776557394372
hobby_airport,0.0,0.0
holcombe,0.0,0.0019301431831811895
hold,0.0,0.0017183450543412616
holder,0.0,0.0011574302690496251
holder_at,0.0,0.0011574302690496251
holding,0.0,-3.3881317890172014E-20
holdman,0.0,2.710505431213761E-20
holdman_chi,0.0,2.710505431213761E-20
holiday,0.0,0.03762353704457085
holiday_2001,0.0,-6.776263578034403E-21
holiday_inn,0.0,9.378452108296335E-5
holiday_season,0.0,0.00317623821234617
holiday_shopping,0.0,0.0011574302690496262
holiday_travel,0.0,-8.131516293641283E-20
holidays,0.0,2.388409357054943E-4
holidays_<COMMA>,0.0,2.846030702774449E-19
holidays_<PERIOD>,0.0,-2.710505431213761E-20
hollis,0.0,0.003981395899132228
hollis_<COMMA>,0.0,2.710505431213761E-20
hollywood,0.0,0.001200517593100276
holmes,0.0,3.2132251384902287E-4
holmes_31,0.0,2.8129718266184487E-4
holmes_<COMMA>,0.0,0.0
holmes_<PERIOD>,0.0,4.0025331187178495E-5
holmes_\/,0.0,6.776263578034403E-21
holmes_pit,0.0,2.710505431213761E-20
holmgren,0.0,0.0
holmgren_said,0.0,6.776263578034403E-21
holt,0.0,7.182839392716467E-19
holt_<COMMA>,0.0,2.795208725939191E-20
home,0.0,0.020178967313627137
home_713-432-7163,0.0,0.002422754397487242
home_<COMMA>,0.0,-0.006031574629475973
home_<PERIOD>,0.0,0.0049563931156818355
home_for,0.0,1.2197274440461925E-19
home_page,0.0,-0.006592753153505261
home_to,0.0,0.001278677569245771
homepage,0.0,0.0011616411839758863
homepage_</a>,0.0,0.0011616411839758863
homes,0.0,0.0015041508285185854
honest,0.0,0.0025183106424605663
honestly,0.0,8.506928618993696E-4
honey,0.0,0.0
hong,0.0,1.3552527156068805E-20
hong_kong,0.0,1.3552527156068805E-20
honolulu,0.0,0.0
honor,0.0,0.01170528809951387
honor_of,0.0,0.008954726864447895
hooked,0.0,0.0017183450543412613
hop,0.0,0.0015026147835709392
hope,0.0,-0.048268086223882935
hope_that,0.0,0.0014691372597009727
hope_to,0.0,0.00867953437074848
hope_you,0.0,-0.04462828665122994
hopefully,0.0,-7.050077940358281E-4
hopes,0.0,2.9077707079561117E-4
hoping,0.0,-1.3552527156068805E-20
hopkins,0.0,-6.906018262838364E-5
hopkins_int,0.0,4.0187989478315177E-4
horn,0.0,0.00479634599027414
horn_'s,0.0,0.00479634599027414
horn_</b>,0.0,5.421010862427522E-20
horn_<COMMA>,0.0,1.3552527156068805E-20
horn_and,0.0,8.470329472543003E-22
horn_is,0.0,0.0
horrible,0.0,0.0034845358043362777
horrible_matchup,0.0,0.0
hospitality,0.0,0.0
host,0.0,-1.3552527156068805E-20
hosted,0.0,-0.0029241803099752306
hosted_by,0.0,-0.004500395907152559
hosts,0.0,7.02152409671127E-4
hot,0.0,0.012605143905409963
hot_deals,0.0,3.426920489928847E-4
hot_deals_as,0.0,3.426920489928849E-4
hotel,0.0,0.005466869102629014
hotel_<AMPERSAND>,0.0,0.0
hotel_<PERIOD>,0.0,2.710505431213761E-20
hotel_and,0.0,-4.0657581468206416E-20
hotel_deals,0.0,4.0657581468206416E-20
hotel_reservations,0.0,-5.421010862427522E-20
hotel_room,0.0,0.0
hotel_specials,0.0,9.378452108296335E-5
hoteldiscounts.com,0.0,-1.3552527156068805E-20
hoteldiscounts.com_is,0.0,-1.3552527156068805E-20
hoteldiscounts.com_provides,0.0,-1.3552527156068805E-20
hotels,0.0,9.378452108296334E-5
hotels_<AMPERSAND>,0.0,9.378452108296334E-5
hotels_<COMMA>,0.0,9.378452108296345E-5
hotels_<DASH>,0.0,0.0
hotels_\*\*\*,0.0,0.0
hotels_and,0.0,9.378452108296323E-5
hotels_in,0.0,-1.3552527156068805E-20
hotels_offers,0.0,0.0
hotels_the,0.0,0.0
hottest,0.0,4.87890977618477E-19
hottest_gifts,0.0,-6.776263578034403E-21
hottest_travel,0.0,1.4907779871675686E-19
hour,0.0,0.024260911929937956
hour_of,0.0,0.0
hours,0.0,0.02942504942149147
hours_<PERIOD>,0.0,0.005585658540991105
hours_a,0.0,3.8966364449922173E-4
hours_of,0.0,0.002744762830461529
house,0.0,0.01079914031246182
house_<COMMA>,0.0,0.004139324264465309
house_<PERIOD>,0.0,5.20563673870663E-4
household,0.0,1.240022685635652E-4
household_and,0.0,1.240022685635652E-4
houston,0.0,0.03595235197906101
houston-based,0.0,5.527093282212445E-5
houston_'s,0.0,5.205636738706618E-4
houston_<CLOSEPAREN>,0.0,-1.4379231312589003E-17
houston_<COMMA>,0.0,0.03657755080816722
houston_<PERIOD>,0.0,0.0018040166426646642
houston_hobby,0.0,0.0
houston_in,0.0,0.005004190671896385
houston_press,0.0,1.3552527156068805E-20
houston_tx,0.0,4.0187989478315177E-4
houston_westchase,0.0,0.0
houstonpress.com,0.0,1.3552527156068805E-20
houstonpress.com_newsletter,0.0,1.3552527156068805E-20
houstonpress.com_weekly,0.0,1.3552527156068805E-20
how,0.0,0.05040745837333263
how_about,0.0,1.5585406229479126E-19
how_do,0.0,0.0
how_he,0.0,-0.013800356779129495
how_i,0.0,0.0074122328595853755
how_it,0.0,0.0015467179965361962
how_long,0.0,-0.005197349829651208
how_many,0.0,-2.710505431213761E-20
how_much,0.0,-0.017623935319278358
how_she,0.0,-0.006407760423038714
how_the,0.0,0.014843089166688521
how_they,0.0,5.205636738706611E-4
how_to,0.0,0.0018956505437360063
how_you,0.0,7.10762291359707E-4
howard,0.0,3.6964366087261045E-4
howard_7,0.0,2.8129718266184487E-4
howard_<PERIOD>,0.0,8.834647821076717E-5
however,0.0,0.006899435895428961
however_<COMMA>,0.0,-0.005806408766836342
however_i,0.0,0.004483626998025737
however_if,0.0,0.008193106803575607
hr,0.0,0.005888243854679086
href,0.0,1.0930682826278079E-4
href=mailto:gridguru@commissioner.com,0.0,1.3552527156068805E-20
href=mailto:gridguru@commissioner.com_<RIGHTANGLE>,0.0,1.3552527156068805E-20
href=mailto:remove@commissioner.com,0.0,1.3552527156068805E-20
href=mailto:remove@commissioner.com_<RIGHTANGLE>,0.0,1.3552527156068805E-20
href_=,0.0,1.0930682826278079E-4
hspace,0.0,1.0547747417136982E-5
hspace_=,0.0,1.0547747417136982E-5
html,0.0,0.0017616961171295713
html_<COMMA>,0.0,4.743384504624082E-20
html_<PERIOD>,0.0,-1.2197274440461925E-19
html_version,0.0,0.001200517593100276
http-equiv,0.0,4.974559762679736E-6
http-equiv_=,0.0,4.974559762679736E-6
http:\/\/ad.doubleclick.net\/ad\/n1549.sportsline.com\/b44933.5;sz=1x1;ord=1,0.0,4.743384504624082E-20
http:\/\/ad.doubleclick.net\/ad\/n1549.sportsline.com\/b44933.5;sz=1x1;ord=1_<QUESTIONMARK>,0.0,4.743384504624082E-20
http:\/\/ad.doubleclick.net\/ad\/n1549.sportsline.com\/b44933.5;sz=1x1;ord=o;ord='+random+',0.0,4.743384504624082E-20
